House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
House for rent,"2274 Quartz St, Castle Rock, CO 80109","$2,175/mo",2274 Quartz St,Castle Rock,CO,80109,"1,981",https://www.zillow.com/homedetails/2274-Quartz-St-Castle-Rock-CO-80109/82025136_zpid/
House for rent,"2128 Quartz St, Castle Rock, CO 80109","$2,645/mo",2128 Quartz St,Castle Rock,CO,80109,"2,315",https://www.zillow.com/homedetails/2128-Quartz-St-Castle-Rock-CO-80109/82021879_zpid/
House for rent,"4116 Miners Candle Dr, Castle Rock, CO 80109","$2,300/mo",4116 Miners Candle Dr,Castle Rock,CO,80109,"1,657",https://www.zillow.com/homedetails/4116-Miners-Candle-Dr-Castle-Rock-CO-80109/52460727_zpid/
House for rent,"4224 Miners Candle Pl, Castle Rock, CO 80109","$2,450/mo",4224 Miners Candle Pl,Castle Rock,CO,80109,"1,652",https://www.zillow.com/homedetails/4224-Miners-Candle-Pl-Castle-Rock-CO-80109/52460697_zpid/
House for rent,"4834 Sunridge Terrace Dr, Castle Rock, CO 80109","$3,165/mo",4834 Sunridge Terrace Dr,Castle Rock,CO,80109,"2,002",https://www.zillow.com/homedetails/4834-Sunridge-Terrace-Dr-Castle-Rock-CO-80109/13486019_zpid/
Townhouse for rent,"2915 Mount Royal Dr, Castle Rock, CO 80104","$2,300/mo",2915 Mount Royal Dr,Castle Rock,CO,80104,"2,952",https://www.zillow.com/homedetails/2915-Mount-Royal-Dr-Castle-Rock-CO-80104/52462186_zpid/
House for rent,"4980 Northbrook Ave, Castle Rock, CO 80104","$2,500/mo",4980 Northbrook Ave,Castle Rock,CO,80104,"2,749",https://www.zillow.com/homedetails/4980-Northbrook-Ave-Castle-Rock-CO-80104/13495405_zpid/
Condo for rent,"479 Black Feather Loop Apt 319, Castle Rock, CO 80104","$1,700/mo",479 Black Feather Loop APT 319,Castle Rock,CO,80104,"1,321",https://www.zillow.com/homedetails/479-Black-Feather-Loop-APT-319-Castle-Rock-CO-80104/63390006_zpid/
House for rent,"651 Branding Iron Ln, Castle Rock, CO 80104","$2,495/mo",651 Branding Iron Ln,Castle Rock,CO,80104,"1,967",https://www.zillow.com/homedetails/651-Branding-Iron-Ln-Castle-Rock-CO-80104/13486245_zpid/
Townhouse for rent,"6079 Raleigh Cir, Castle Rock, CO 80104","$2,150/mo",6079 Raleigh Cir,Castle Rock,CO,80104,"2,016",https://www.zillow.com/homedetails/6079-Raleigh-Cir-Castle-Rock-CO-80104/67452033_zpid/
House for rent,"5236 E Hamilton Ave, Castle Rock, CO 80104","$2,700/mo",5236 E Hamilton Ave,Castle Rock,CO,80104,"1,700",https://www.zillow.com/homedetails/5236-E-Hamilton-Ave-Castle-Rock-CO-80104/13495034_zpid/
House for rent,"3986 Donnington Cir, Castle Rock, CO 80104","$2,800/mo",3986 Donnington Cir,Castle Rock,CO,80104,"2,036",https://www.zillow.com/homedetails/3986-Donnington-Cir-Castle-Rock-CO-80104/102958684_zpid/
House for rent,"6703 Turnstone Ave, Castle Rock, CO 80104","$2,400/mo",6703 Turnstone Ave,Castle Rock,CO,80104,"1,928",https://www.zillow.com/homedetails/6703-Turnstone-Ave-Castle-Rock-CO-80104/62810549_zpid/
House for rent,"3657 Rawhide Cir, Castle Rock, CO 80104","$2,250/mo",3657 Rawhide Cir,Castle Rock,CO,80104,"1,738",https://www.zillow.com/homedetails/3657-Rawhide-Cir-Castle-Rock-CO-80104/13486608_zpid/
House for rent,"4616 E Bennington Ave, Castle Rock, CO 80104","$2,595/mo",4616 E Bennington Ave,Castle Rock,CO,80104,"2,346",https://www.zillow.com/homedetails/4616-E-Bennington-Ave-Castle-Rock-CO-80104/2078053676_zpid/
House for rent,"3427 Cade Ct, Castle Rock, CO 80104","$2,800/mo",3427 Cade Ct,Castle Rock,CO,80104,"1,831",https://www.zillow.com/homedetails/3427-Cade-Ct-Castle-Rock-CO-80104/249984960_zpid/
House for rent,"206 Rockaway Ave, Castle Rock, CO 80104","$2,250/mo",206 Rockaway Ave,Castle Rock,CO,80104,"1,800",https://www.zillow.com/homedetails/206-Rockaway-Ave-Castle-Rock-CO-80104/13494167_zpid/
House for rent,"312 Lewis St, Castle Rock, CO 80104","$2,700/mo",312 Lewis St,Castle Rock,CO,80104,"1,600",https://www.zillow.com/homedetails/312-Lewis-St-Castle-Rock-CO-80104/13490663_zpid/
House for rent,"5858 Point Rider Cir, Castle Rock, CO 80104","$3,499/mo",5858 Point Rider Cir,Castle Rock,CO,80104,"2,974",https://www.zillow.com/homedetails/5858-Point-Rider-Cir-Castle-Rock-CO-80104/242034759_zpid/
House for rent,"1232 N Calhan Ave, Castle Rock, CO 80104","$2,595/mo",1232 N Calhan Ave,Castle Rock,CO,80104,"2,100",https://www.zillow.com/homedetails/1232-N-Calhan-Ave-Castle-Rock-CO-80104/13493495_zpid/
House for rent,"399 Balsa Dr, Castle Rock, CO 80104","$2,300/mo",399 Balsa Dr,Castle Rock,CO,80104,"2,342",https://www.zillow.com/homedetails/399-Balsa-Dr-Castle-Rock-CO-80104/13492395_zpid/
Condo for rent,"532 Oakwood Dr Apt A207, Castle Rock, CO 80104","$1,100/mo",532 Oakwood Dr APT A207,Castle Rock,CO,80104,719,https://www.zillow.com/homedetails/532-Oakwood-Dr-APT-A207-Castle-Rock-CO-80104/55814604_zpid/
House for rent,"1490 Royal Troon Dr, Castle Rock, CO 80104","$2,000/mo",1490 Royal Troon Dr,Castle Rock,CO,80104,"1,812",https://www.zillow.com/homedetails/1490-Royal-Troon-Dr-Castle-Rock-CO-80104/62810470_zpid/
House for rent,"5603 E Monument Dr, Castle Rock, CO 80104","$2,325/mo",5603 E Monument Dr,Castle Rock,CO,80104,"1,928",https://www.zillow.com/homedetails/5603-E-Monument-Dr-Castle-Rock-CO-80104/13493403_zpid/
House for rent,"3391 Scaup Trl, Castle Rock, CO 80104","$2,395/mo",3391 Scaup Trl,Castle Rock,CO,80104,"2,263",https://www.zillow.com/homedetails/3391-Scaup-Trl-Castle-Rock-CO-80104/242033507_zpid/
Townhouse for rent,"861 Rock Mesa Point, Castle Rock, CO 80108","$2,400/mo",861 Rock Mesa Point,Castle Rock,CO,80108,"1,742",https://www.zillow.com/homedetails/861-Rock-Mesa-Point-Castle-Rock-CO-80108/82022361_zpid/
Townhouse for rent,"7177 Finsberry Way, Castle Pines, CO 80108","$2,750/mo",7177 Finsberry Way,Castle Pines,CO,80108,"2,008",https://www.zillow.com/homedetails/7177-Finsberry-Way-Castle-Pines-CO-80108/249985669_zpid/
House for rent,"8403 Briar Trace Dr, Castle Pines, CO 80108","$3,225/mo",8403 Briar Trace Dr,Castle Pines,CO,80108,"2,794",https://www.zillow.com/homedetails/8403-Briar-Trace-Dr-Castle-Pines-CO-80108/52459027_zpid/
House for rent,"8312 Briar Haven Pl, Castle Pines, CO 80108","$2,900/mo",8312 Briar Haven Pl,Castle Pines,CO,80108,"2,496",https://www.zillow.com/homedetails/8312-Briar-Haven-Pl-Castle-Pines-CO-80108/52459040_zpid/
House for rent,"3926 White Rose St, Castle Rock, CO 80108","$3,000/mo",3926 White Rose St,Castle Rock,CO,80108,"2,249",https://www.zillow.com/homedetails/3926-White-Rose-St-Castle-Rock-CO-80108/242035132_zpid/
House for rent,"1538 Sidewinder Cir, Castle Rock, CO 80108","$2,950/mo",1538 Sidewinder Cir,Castle Rock,CO,80108,"2,907",https://www.zillow.com/homedetails/1538-Sidewinder-Cir-Castle-Rock-CO-80108/125975994_zpid/
House for rent,"179 Dover Ct, Castle Pines, CO 80108","$3,195/mo",179 Dover Ct,Castle Pines,CO,80108,"3,125",https://www.zillow.com/homedetails/179-Dover-Ct-Castle-Pines-CO-80108/13482788_zpid/
House for rent,"7425 Shoreham Dr, Castle Pines, CO 80108","$3,175/mo",7425 Shoreham Dr,Castle Pines,CO,80108,"3,063",https://www.zillow.com/homedetails/7425-Shoreham-Dr-Castle-Pines-CO-80108/13482546_zpid/
House for rent,"Sabino Ln, Castle Rock, CO 80108","$2,900/mo",Sabino Ln,Castle Rock,CO,80108,"3,000",https://www.zillow.com/homedetails/Sabino-Ln-Castle-Rock-CO-80108/2078516118_zpid/
Townhouse for rent,"4775 Drowsy Water Rd, Castle Rock, CO 80108","$2,100/mo",4775 Drowsy Water Rd,Castle Rock,CO,80108,"1,433",https://www.zillow.com/homedetails/4775-Drowsy-Water-Rd-Castle-Rock-CO-80108/67453793_zpid/
Townhouse for rent,"650 Reid Pl, Castle Rock, CO 80108","$2,350/mo",650 Reid Pl,Castle Rock,CO,80108,"1,760",https://www.zillow.com/homedetails/650-Reid-Pl-Castle-Rock-CO-80108/67453590_zpid/
House for rent,"6824 Diamond Ridge Pkwy, Castle Rock, CO 80108","$5,500/mo",6824 Diamond Ridge Pkwy,Castle Rock,CO,80108,"7,250",https://www.zillow.com/homedetails/6824-Diamond-Ridge-Pkwy-Castle-Rock-CO-80108/82023591_zpid/
Townhouse for rent,"8017 S Columbine Ct, Centennial, CO 80122","$1,850/mo",8017 S Columbine Ct,Centennial,CO,80122,"1,500",https://www.zillow.com/homedetails/8017-S-Columbine-Ct-Centennial-CO-80122/13173500_zpid/
Condo for rent,"2710 E Otero Pl Unit 6, Centennial, CO 80122","$1,600/mo",2710 E Otero Pl UNIT 6,Centennial,CO,80122,981,https://www.zillow.com/homedetails/2710-E-Otero-Pl-UNIT-6-Centennial-CO-80122/58883712_zpid/
Townhouse for rent,"5555 E Briarwood Ave Apt 504, Centennial, CO 80122","$2,250/mo",5555 E Briarwood Ave APT 504,Centennial,CO,80122,"1,864",https://www.zillow.com/homedetails/5555-E-Briarwood-Ave-APT-504-Centennial-CO-80122/54647957_zpid/
Townhouse for rent,"2567 E Geddes Pl, Centennial, CO 80122","$2,250/mo",2567 E Geddes Pl,Centennial,CO,80122,"2,028",https://www.zillow.com/homedetails/2567-E-Geddes-Pl-Centennial-CO-80122/13162210_zpid/
House for rent,"4886 E Costilla Pl, Centennial, CO 80122","$2,975/mo",4886 E Costilla Pl,Centennial,CO,80122,"2,654",https://www.zillow.com/homedetails/4886-E-Costilla-Pl-Centennial-CO-80122/13135984_zpid/
House for rent,"6941 S Ash Cir, Centennial, CO 80122","$2,295/mo",6941 S Ash Cir,Centennial,CO,80122,"2,293",https://www.zillow.com/homedetails/6941-S-Ash-Cir-Centennial-CO-80122/13136750_zpid/
Townhouse for rent,"6957 S Knolls Way, Centennial, CO 80122","$1,700/mo",6957 S Knolls Way,Centennial,CO,80122,"1,350",https://www.zillow.com/homedetails/6957-S-Knolls-Way-Centennial-CO-80122/13161582_zpid/
House for rent,"8294 S Fillmore Way, Centennial, CO 80122","$1,650/mo",8294 S Fillmore Way,Centennial,CO,80122,"1,100",https://www.zillow.com/homedetails/8294-S-Fillmore-Way-Centennial-CO-80122/13173648_zpid/
House for rent,"6936 S Ogden Ct, Centennial, CO 80122","$2,600/mo",6936 S Ogden Ct,Centennial,CO,80122,"3,068",https://www.zillow.com/homedetails/6936-S-Ogden-Ct-Centennial-CO-80122/13163222_zpid/
House for rent,"7012 S Eudora St, Centennial, CO 80122","$2,680/mo",7012 S Eudora St,Centennial,CO,80122,"2,631",https://www.zillow.com/homedetails/7012-S-Eudora-St-Centennial-CO-80122/13136036_zpid/
Townhouse for rent,"534 E Highline Cir, Centennial, CO 80122","$1,850/mo",534 E Highline Cir,Centennial,CO,80122,"1,552",https://www.zillow.com/homedetails/534-E-Highline-Cir-Centennial-CO-80122/13164929_zpid/
House for rent,"4706 E Hinsdale Pl, Centennial, CO 80122","$2,400/mo",4706 E Hinsdale Pl,Centennial,CO,80122,"2,000",https://www.zillow.com/homedetails/4706-E-Hinsdale-Pl-Centennial-CO-80122/13137278_zpid/
House for rent,"4393 E Phillips Pl, Centennial, CO 80122","$3,895/mo",4393 E Phillips Pl,Centennial,CO,80122,"4,092",https://www.zillow.com/homedetails/4393-E-Phillips-Pl-Centennial-CO-80122/13138377_zpid/
Townhouse for rent,"7689 S Cove Cir, Centennial, CO 80122","$1,995/mo",7689 S Cove Cir,Centennial,CO,80122,"1,447",https://www.zillow.com/homedetails/7689-S-Cove-Cir-Centennial-CO-80122/13173070_zpid/
House for rent,"8280 S Albion St, Centennial, CO 80122","$4,000/mo",8280 S Albion St,Centennial,CO,80122,"4,139",https://www.zillow.com/homedetails/8280-S-Albion-St-Centennial-CO-80122/13138369_zpid/
House for rent,"1372 E Dry Creek Pl, Centennial, CO 80122","$2,850/mo",1372 E Dry Creek Pl,Centennial,CO,80122,"2,462",https://www.zillow.com/homedetails/1372-E-Dry-Creek-Pl-Centennial-CO-80122/13171193_zpid/
Condo for rent,"100 E Highline Cir Unit 107, Centennial, CO 80122","$1,150/mo",100 E Highline Cir UNIT 107,Centennial,CO,80122,720,https://www.zillow.com/homedetails/100-E-Highline-Cir-UNIT-107-Centennial-CO-80122/13164696_zpid/
Townhouse for rent,"E Highline Cir, Centennial, CO 80122","$1,595/mo",E Highline Cir,Centennial,CO,80122,"1,450",https://www.zillow.com/homedetails/E-Highline-Cir-Centennial-CO-80122/2090480871_zpid/
Townhouse for rent,"2682 E Easter Ave, Centennial, CO 80122","$1,850/mo",2682 E Easter Ave,Centennial,CO,80122,"1,334",https://www.zillow.com/homedetails/2682-E-Easter-Ave-Centennial-CO-80122/13161635_zpid/
House for rent,"12800 Fisher Ln, Englewood, CO 80112","$3,300/mo",12800 Fisher Ln,Englewood,CO,80112,"3,114",https://www.zillow.com/homedetails/12800-Fisher-Ln-Englewood-CO-80112/119232053_zpid/
House for rent,"8196 S Willow St, Centennial, CO 80112","$2,750/mo",8196 S Willow St,Centennial,CO,80112,"2,350",https://www.zillow.com/homedetails/8196-S-Willow-St-Centennial-CO-80112/13141935_zpid/
House for rent,"7948 S Kittredge St, Englewood, CO 80112","$2,250/mo",7948 S Kittredge St,Englewood,CO,80112,"1,650",https://www.zillow.com/homedetails/7948-S-Kittredge-St-Englewood-CO-80112/58884666_zpid/
Townhouse for rent,"Mayfair Way, Englewood, CO 80112","$1,750/mo",Mayfair Way,Englewood,CO,80112,"1,082",https://www.zillow.com/homedetails/Mayfair-Way-Englewood-CO-80112/2080301467_zpid/
House for rent,"7090 S Uinta St, Centennial, CO 80112","$2,300/mo",7090 S Uinta St,Centennial,CO,80112,"1,776",https://www.zillow.com/homedetails/7090-S-Uinta-St-Centennial-CO-80112/13133212_zpid/
Townhouse for rent,"7153 E Dry Creek Cir, Centennial, CO 80112","$1,800/mo",7153 E Dry Creek Cir,Centennial,CO,80112,"1,396",https://www.zillow.com/homedetails/7153-E-Dry-Creek-Cir-Centennial-CO-80112/13138997_zpid/
Townhouse for rent,"9030 E Phillips Pl, Englewood, CO 80112","$2,400/mo",9030 E Phillips Pl,Englewood,CO,80112,"1,777",https://www.zillow.com/homedetails/9030-E-Phillips-Pl-Englewood-CO-80112/2078025132_zpid/
House for rent,"7067 E Briarwood Dr, Centennial, CO 80112","$1,850/mo",7067 E Briarwood Dr,Centennial,CO,80112,"1,408",https://www.zillow.com/homedetails/7067-E-Briarwood-Dr-Centennial-CO-80112/13134602_zpid/
Townhouse for rent,"7009 E Briarwood Cir, Centennial, CO 80112","$2,345/mo",7009 E Briarwood Cir,Centennial,CO,80112,"2,068",https://www.zillow.com/homedetails/7009-E-Briarwood-Cir-Centennial-CO-80112/13134765_zpid/
Townhouse for rent,"8985 E Nichols Pl, Centennial, CO 80112","$2,299/mo",8985 E Nichols Pl,Centennial,CO,80112,"1,577",https://www.zillow.com/homedetails/8985-E-Nichols-Pl-Centennial-CO-80112/98345283_zpid/
House for rent,"7384 E Mineral Pl, Centennial, CO 80112","$3,200/mo",7384 E Mineral Pl,Centennial,CO,80112,"2,275",https://www.zillow.com/homedetails/7384-E-Mineral-Pl-Centennial-CO-80112/13141275_zpid/
House for rent,"7643 S Monaco Cir W, Centennial, CO 80112","$2,575/mo",7643 S Monaco Cir W,Centennial,CO,80112,"1,598",https://www.zillow.com/homedetails/7643-S-Monaco-Cir-W-Centennial-CO-80112/13139098_zpid/
House for rent,"16494 E Phillips Pl, Englewood, CO 80112","$2,595/mo",16494 E Phillips Pl,Englewood,CO,80112,"4,108",https://www.zillow.com/homedetails/16494-E-Phillips-Pl-Englewood-CO-80112/58884969_zpid/
House for rent,"7443 E Long Ave, Centennial, CO 80112","$2,800/mo",7443 E Long Ave,Centennial,CO,80112,"2,928",https://www.zillow.com/homedetails/7443-E-Long-Ave-Centennial-CO-80112/13141135_zpid/
House for rent,"7450 S Ivy Way, Centennial, CO 80112","$2,400/mo",7450 S Ivy Way,Centennial,CO,80112,"2,460",https://www.zillow.com/homedetails/7450-S-Ivy-Way-Centennial-CO-80112/13135302_zpid/
Condo for rent,"7440 S Blackhawk St Unit 8203, Englewood, CO 80112","$1,495/mo",7440 S Blackhawk St UNIT 8203,Englewood,CO,80112,"1,056",https://www.zillow.com/homedetails/7440-S-Blackhawk-St-UNIT-8203-Englewood-CO-80112/61207982_zpid/
House for rent,"7024 S Spruce Dr E, Centennial, CO 80112","$2,600/mo",7024 S Spruce Dr E,Centennial,CO,80112,"1,750",https://www.zillow.com/homedetails/7024-S-Spruce-Dr-E-Centennial-CO-80112/13133145_zpid/
Townhouse for rent,"7811 S Kalispell Cir, Englewood, CO 80112","$1,900/mo",7811 S Kalispell Cir,Englewood,CO,80112,"1,400",https://www.zillow.com/homedetails/7811-S-Kalispell-Cir-Englewood-CO-80112/58769986_zpid/
Condo for rent,"7200 S Blackhawk St Unit 201, Englewood, CO 80112","$1,850/mo",7200 S Blackhawk St UNIT 201,Englewood,CO,80112,"1,800",https://www.zillow.com/homedetails/7200-S-Blackhawk-St-UNIT-201-Englewood-CO-80112/89168299_zpid/
Townhouse for rent,"7815 Vallagio Ln, Englewood, CO 80112","$2,675/mo",7815 Vallagio Ln,Englewood,CO,80112,"1,923",https://www.zillow.com/homedetails/7815-Vallagio-Ln-Englewood-CO-80112/81886410_zpid/
House for rent,"7644 S Rosemary Cir, Centennial, CO 80112","$2,750/mo",7644 S Rosemary Cir,Centennial,CO,80112,"2,237",https://www.zillow.com/homedetails/7644-S-Rosemary-Cir-Centennial-CO-80112/13140781_zpid/
House for rent,"7133 S Poplar St, Centennial, CO 80112","$2,475/mo",7133 S Poplar St,Centennial,CO,80112,"2,324",https://www.zillow.com/homedetails/7133-S-Poplar-St-Centennial-CO-80112/13135793_zpid/
Condo for rent,"7440 S Blackhawk St Unit 10104, Englewood, CO 80112","$2,450/mo",7440 S Blackhawk St UNIT 10104,Englewood,CO,80112,"1,056",https://www.zillow.com/homedetails/7440-S-Blackhawk-St-UNIT-10104-Englewood-CO-80112/61208139_zpid/
Condo for rent,"15700 E Jamison Dr Unit 1304, Englewood, CO 80112","$1,600/mo",15700 E Jamison Dr UNIT 1304,Englewood,CO,80112,"1,037",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-UNIT-1304-Englewood-CO-80112/64537078_zpid/
Townhouse for rent,"7949 S Kittredge Way, Englewood, CO 80112","$2,000/mo",7949 S Kittredge Way,Englewood,CO,80112,"1,400",https://www.zillow.com/homedetails/7949-S-Kittredge-Way-Englewood-CO-80112/58884678_zpid/
House for rent,"16473 E Otero Pl, Englewood, CO 80112","$2,795/mo",16473 E Otero Pl,Englewood,CO,80112,"3,225",https://www.zillow.com/homedetails/16473-E-Otero-Pl-Englewood-CO-80112/58885032_zpid/
House for rent,"5566 W Hinsdale Pl, Littleton, CO 80128","$2,900/mo",5566 W Hinsdale Pl,Littleton,CO,80128,"3,000",https://www.zillow.com/homedetails/5566-W-Hinsdale-Pl-Littleton-CO-80128/13824311_zpid/
Condo for rent,"6705 S Field St Unit 817, Littleton, CO 80128","$1,425/mo",6705 S Field St UNIT 817,Littleton,CO,80128,884,https://www.zillow.com/homedetails/6705-S-Field-St-UNIT-817-Littleton-CO-80128/13826648_zpid/
House for rent,"8000 S Estes St, Littleton, CO 80128","$1,920/mo",8000 S Estes St,Littleton,CO,80128,"3,200",https://www.zillow.com/homedetails/8000-S-Estes-St-Littleton-CO-80128/13834383_zpid/
House for rent,"8337 W Morraine Dr, Littleton, CO 80128","$3,595/mo",8337 W Morraine Dr,Littleton,CO,80128,"3,381",https://www.zillow.com/homedetails/8337-W-Morraine-Dr-Littleton-CO-80128/13835256_zpid/
House for rent,"7162 S Platte Canyon Dr, Littleton, CO 80128","$2,500/mo",7162 S Platte Canyon Dr,Littleton,CO,80128,"1,800",https://www.zillow.com/homedetails/7162-S-Platte-Canyon-Dr-Littleton-CO-80128/13167750_zpid/
House for rent,"7091 S Webster St, Littleton, CO 80128","$1,850/mo",7091 S Webster St,Littleton,CO,80128,"1,800",https://www.zillow.com/homedetails/7091-S-Webster-St-Littleton-CO-80128/13824795_zpid/
Condo for rent,"8318 S Independence Cir Unit 202, Littleton, CO 80128","$1,695/mo",8318 S Independence Cir UNIT 202,Littleton,CO,80128,"1,357",https://www.zillow.com/homedetails/8318-S-Independence-Cir-UNIT-202-Littleton-CO-80128/54890650_zpid/
House for rent,"7907 S Depew St, Littleton, CO 80128","$2,150/mo",7907 S Depew St,Littleton,CO,80128,"1,884",https://www.zillow.com/homedetails/7907-S-Depew-St-Littleton-CO-80128/13837385_zpid/
Townhouse for rent,"9681 W Chatfield Ave Unit D, Littleton, CO 80128","$1,795/mo",9681 W Chatfield Ave UNIT D,Littleton,CO,80128,"1,300",https://www.zillow.com/homedetails/9681-W-Chatfield-Ave-UNIT-D-Littleton-CO-80128/130533723_zpid/
House for rent,"7060 S Polo Ridge Dr, Littleton, CO 80128","$3,700/mo",7060 S Polo Ridge Dr,Littleton,CO,80128,"2,205",https://www.zillow.com/homedetails/7060-S-Polo-Ridge-Dr-Littleton-CO-80128/99623667_zpid/
House for rent,"8348 S Allison St, Littleton, CO 80128","$1,790/mo",8348 S Allison St,Littleton,CO,80128,"1,500",https://www.zillow.com/homedetails/8348-S-Allison-St-Littleton-CO-80128/13842970_zpid/
House for rent,"8406 S Upham Way, Littleton, CO 80128","$1,900/mo",8406 S Upham Way,Littleton,CO,80128,"1,698",https://www.zillow.com/homedetails/8406-S-Upham-Way-Littleton-CO-80128/13842449_zpid/
House for rent,"8896 W Roxbury Dr, Littleton, CO 80128","$2,695/mo",8896 W Roxbury Dr,Littleton,CO,80128,"1,750",https://www.zillow.com/homedetails/8896-W-Roxbury-Dr-Littleton-CO-80128/13827808_zpid/
Townhouse for rent,"9525 W Coal Mine Ave Apt F, Littleton, CO 80123","$1,695/mo",9525 W Coal Mine Ave APT F,Littleton,CO,80123,"1,508",https://www.zillow.com/homedetails/9525-W-Coal-Mine-Ave-APT-F-Littleton-CO-80123/13820736_zpid/
House for rent,"6124 S Field St, Littleton, CO 80123","$2,800/mo",6124 S Field St,Littleton,CO,80123,"2,246",https://www.zillow.com/homedetails/6124-S-Field-St-Littleton-CO-80123/13819742_zpid/
Townhouse for rent,"5996 S Jellison St Apt B, Littleton, CO 80123","$2,250/mo",5996 S Jellison St APT B,Littleton,CO,80123,"1,987",https://www.zillow.com/homedetails/5996-S-Jellison-St-APT-B-Littleton-CO-80123/13820221_zpid/
Condo for rent,"4899 S Dudley St Apt G20, Littleton, CO 80123","$1,395/mo",4899 S Dudley St APT G20,Littleton,CO,80123,903,https://www.zillow.com/homedetails/4899-S-Dudley-St-APT-G20-Littleton-CO-80123/2084849649_zpid/
House for rent,"5645 S Lamar St, Denver, CO 80123","$3,100/mo",5645 S Lamar St,Denver,CO,80123,"3,475",https://www.zillow.com/homedetails/5645-S-Lamar-St-Denver-CO-80123/13433335_zpid/
House for rent,"3481 W Berry Dr, Littleton, CO 80123","$2,295/mo",3481 W Berry Dr,Littleton,CO,80123,"2,500",https://www.zillow.com/homedetails/3481-W-Berry-Dr-Littleton-CO-80123/13153165_zpid/
House for rent,"W Ponds Dr, Littleton, CO 80123","$1,400/mo",W Ponds Dr,Littleton,CO,80123,"1,350",https://www.zillow.com/homedetails/W-Ponds-Dr-Littleton-CO-80123/2078127845_zpid/
Townhouse for rent,"2755 W Riverwalk Cir Unit C, Littleton, CO 80123","$1,850/mo",2755 W Riverwalk Cir UNIT C,Littleton,CO,80123,"1,279",https://www.zillow.com/homedetails/2755-W-Riverwalk-Cir-UNIT-C-Littleton-CO-80123/58885608_zpid/
House for rent,"4952 S Iris St, Denver, CO 80123","$2,270/mo",4952 S Iris St,Denver,CO,80123,"1,402",https://www.zillow.com/homedetails/4952-S-Iris-St-Denver-CO-80123/13431467_zpid/
House for rent,"7656 W Walker Dr, Littleton, CO 80123","$2,775/mo",7656 W Walker Dr,Littleton,CO,80123,"2,184",https://www.zillow.com/homedetails/7656-W-Walker-Dr-Littleton-CO-80123/13821939_zpid/
House for rent,"6700 W Dorado Dr, Littleton, CO 80123","$3,250/mo",6700 W Dorado Dr,Littleton,CO,80123,"3,500",https://www.zillow.com/homedetails/6700-W-Dorado-Dr-Littleton-CO-80123/2080640910_zpid/
House for rent,"1202 S Marshall Ct, Lakewood, CO 80232","$2,600/mo",1202 S Marshall Ct,Lakewood,CO,80232,"2,070",https://www.zillow.com/homedetails/1202-S-Marshall-Ct-Lakewood-CO-80232/13786344_zpid/
House for rent,"1830 S Wadsworth Blvd, Lakewood, CO 80232","$2,895/mo",1830 S Wadsworth Blvd,Lakewood,CO,80232,"2,200",https://www.zillow.com/homedetails/1830-S-Wadsworth-Blvd-Lakewood-CO-80232/13785055_zpid/
House for rent,"1667 S Holland Ct, Lakewood, CO 80232","$2,500/mo",1667 S Holland Ct,Lakewood,CO,80232,"2,319",https://www.zillow.com/homedetails/1667-S-Holland-Ct-Lakewood-CO-80232/13782553_zpid/
House for rent,"1633 S Everett St, Lakewood, CO 80232","$2,550/mo",1633 S Everett St,Lakewood,CO,80232,"1,901",https://www.zillow.com/homedetails/1633-S-Everett-St-Lakewood-CO-80232/13783202_zpid/
House for rent,"1622 S Cody St, Lakewood, CO 80232","$2,350/mo",1622 S Cody St,Lakewood,CO,80232,"2,002",https://www.zillow.com/homedetails/1622-S-Cody-St-Lakewood-CO-80232/13782921_zpid/
House for rent,"1275 S Fenton St, Lakewood, CO 80232","$3,000/mo",1275 S Fenton St,Lakewood,CO,80232,"1,092",https://www.zillow.com/homedetails/1275-S-Fenton-St-Lakewood-CO-80232/13785438_zpid/
Townhouse for rent,"10370 W Jewell Ave Apt B, Lakewood, CO 80232","$2,100/mo",10370 W Jewell Ave APT B,Lakewood,CO,80232,"1,716",https://www.zillow.com/homedetails/10370-W-Jewell-Ave-APT-B-Lakewood-CO-80232/13791195_zpid/
Condo for rent,"10550 W Jewell Ave Apt 201, Lakewood, CO 80232","$1,800/mo",10550 W Jewell Ave APT 201,Lakewood,CO,80232,"1,189",https://www.zillow.com/homedetails/10550-W-Jewell-Ave-APT-201-Lakewood-CO-80232/13791271_zpid/
House for rent,"1469 S Carr St, Lakewood, CO 80232","$2,120/mo",1469 S Carr St,Lakewood,CO,80232,"1,300",https://www.zillow.com/homedetails/1469-S-Carr-St-Lakewood-CO-80232/13782108_zpid/
Townhouse for rent,"1819 S Union Blvd #d, Lakewood, CO 80228","$1,825/mo",1819 S Union Blvd #D,Lakewood,CO,80228,"1,944",https://www.zillow.com/homedetails/1819-S-Union-Blvd-D-Lakewood-CO-80228/13780099_zpid/
House for rent,"15247 W Auburn Ave, Lakewood, CO 80228","$3,500/mo",15247 W Auburn Ave,Lakewood,CO,80228,"2,925",https://www.zillow.com/homedetails/15247-W-Auburn-Ave-Lakewood-CO-80228/108395199_zpid/
House for rent,"2482 S Orion Cir, Denver, CO 80228","$3,000/mo",2482 S Orion Cir,Denver,CO,80228,"2,085",https://www.zillow.com/homedetails/2482-S-Orion-Cir-Denver-CO-80228/2078632856_zpid/
