House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
New construction,"Torreys (Residence 49202) Plan, Anthology, Parker, CO 80134","$558,990 ","Torreys (Residence 49202) Plan, Anthology",Parker,CO,80134,"2,868",https://www.zillow.com/community/anthology/2080665082_zpid/
New construction,"Chelton Plan, Sierra Ridge : The Monarch Collection, Parker, CO 80134","$588,900 ","Chelton Plan, Sierra Ridge : The Monarch Collection",Parker,CO,80134,"2,611",https://www.zillow.com/community/sierra-ridge-monarch-collection/2096962950_zpid/
New construction,"Delaney Plan, Stone Creek Ranch, Parker, CO 80134","$530,950 ","Delaney Plan, Stone Creek Ranch",Parker,CO,80134,"2,370",https://www.zillow.com/community/stone-creek-ranch/2078676574_zpid/
New construction,"Juniper (Residence 34202) Plan, Anthology, Parker, CO 80134","$429,990 ","Juniper (Residence 34202) Plan, Anthology",Parker,CO,80134,"1,892",https://www.zillow.com/community/anthology/2080665097_zpid/
New construction,"16048 Alberta Dr, Parker, CO 80134","$524,950 ",16048 Alberta Dr,Parker,CO,80134,"2,180",https://www.zillow.com/homedetails/16048-Alberta-Dr-Parker-CO-80134/249985590_zpid/
New construction,"12260 Red Monterey Ct, Parker, CO 80134","$499,900 ",12260 Red Monterey Ct,Parker,CO,80134,"1,536",https://www.zillow.com/homedetails/12260-Red-Monterey-Ct-Parker-CO-80134/147396609_zpid/
House for sale,"16037 Ledge Rock Dr, Parker, CO 80134","$489,000 ",16037 Ledge Rock Dr,Parker,CO,80134,"2,295",https://www.zillow.com/homedetails/16037-Ledge-Rock-Dr-Parker-CO-80134/13468793_zpid/
House for sale,"17265 E Cranesbill St, Parker, CO 80134","$554,000 ",17265 E Cranesbill St,Parker,CO,80134,"2,862",https://www.zillow.com/homedetails/17265-E-Cranesbill-St-Parker-CO-80134/13466046_zpid/
Townhouse for sale,"13775 Tall Oaks Loop, Parker, CO 80134","$459,900 ",13775 Tall Oaks Loop,Parker,CO,80134,"2,898",https://www.zillow.com/homedetails/13775-Tall-Oaks-Loop-Parker-CO-80134/124172637_zpid/
House for sale,"14600 Haflinger Ave, Parker, CO 80134","$615,000 ",14600 Haflinger Ave,Parker,CO,80134,"5,269",https://www.zillow.com/homedetails/14600-Haflinger-Ave-Parker-CO-80134/118268121_zpid/
New construction,"Humboldt (Residence 49101) Plan, Anthology, Parker, CO 80134","$545,990 ","Humboldt (Residence 49101) Plan, Anthology",Parker,CO,80134,"2,439",https://www.zillow.com/community/anthology/2080665091_zpid/
House for sale,"15438 Coopers Hawk Way, Parker, CO 80134","$474,000 ",15438 Coopers Hawk Way,Parker,CO,80134,"3,332",https://www.zillow.com/homedetails/15438-Coopers-Hawk-Way-Parker-CO-80134/121864415_zpid/
Townhouse for sale,"12246 Blue Fir Ct, Parker, CO 80134","$499,999 ",12246 Blue Fir Ct,Parker,CO,80134,"2,275",https://www.zillow.com/homedetails/12246-Blue-Fir-Ct-Parker-CO-80134/147396566_zpid/
New construction,"Dillon Plan, Stone Creek Ranch, Parker, CO 80134","$449,990 ","Dillon Plan, Stone Creek Ranch",Parker,CO,80134,"1,920",https://www.zillow.com/community/stone-creek-ranch/2082165371_zpid/
House for sale,"5241 Raintree Cir, Parker, CO 80134","$1,260,000 ",5241 Raintree Cir,Parker,CO,80134,"5,368",https://www.zillow.com/homedetails/5241-Raintree-Cir-Parker-CO-80134/82028490_zpid/
House for sale,"12560 Bradford Dr, Parker, CO 80134","$698,520 ",12560 Bradford Dr,Parker,CO,80134,"6,310",https://www.zillow.com/homedetails/12560-Bradford-Dr-Parker-CO-80134/55812380_zpid/
New construction,"Avril Plan, Ridgeline At Meridian Village, Parker, CO 80134","$565,950 ","Avril Plan, Ridgeline at Meridian Village",Parker,CO,80134,"2,490",https://www.zillow.com/community/ridgeline-at-meridian-village/2078676547_zpid/
House for sale,"12863 Capital Creek St, Parker, CO 80134","$455,000 ",12863 Capital Creek St,Parker,CO,80134,"2,688",https://www.zillow.com/homedetails/12863-Capital-Creek-St-Parker-CO-80134/55813678_zpid/
New construction,"Silverthorne (Residence 39206) Plan, Anthology, Parker, CO 80134","$466,990 ","Silverthorne (Residence 39206) Plan, Anthology",Parker,CO,80134,"2,252",https://www.zillow.com/community/anthology/2080665081_zpid/
New construction,"13620 Crane Ct, Parker, CO 80134","$605,670 ",13620 Crane Ct,Parker,CO,80134,"3,147",https://www.zillow.com/homedetails/13620-Crane-Ct-Parker-CO-80134/306060070_zpid/
New construction,"13630 Crane Ct, Parker, CO 80134","$582,570 ",13630 Crane Ct,Parker,CO,80134,"2,820",https://www.zillow.com/homedetails/13630-Crane-Ct-Parker-CO-80134/306060069_zpid/
New construction,"13640 Crane Ct, Parker, CO 80134","$526,230 ",13640 Crane Ct,Parker,CO,80134,"1,839",https://www.zillow.com/homedetails/13640-Crane-Ct-Parker-CO-80134/306060068_zpid/
New construction,"13641 Crane Ct, Parker, CO 80134","$541,130 ",13641 Crane Ct,Parker,CO,80134,"1,819",https://www.zillow.com/homedetails/13641-Crane-Ct-Parker-CO-80134/306060066_zpid/
New construction,"13631 Crane Ct, Parker, CO 80134","$604,470 ",13631 Crane Ct,Parker,CO,80134,"3,147",https://www.zillow.com/homedetails/13631-Crane-Ct-Parker-CO-80134/306060065_zpid/
New construction,"13621 Crane Ct, Parker, CO 80134","$570,180 ",13621 Crane Ct,Parker,CO,80134,"2,666",https://www.zillow.com/homedetails/13621-Crane-Ct-Parker-CO-80134/306060064_zpid/
New construction,"11400 Iron Ore Ct, Parker, CO 80134","$429,990 ",11400 Iron Ore Ct,Parker,CO,80134,"1,773",https://www.zillow.com/homedetails/11400-Iron-Ore-Ct-Parker-CO-80134/249985214_zpid/
New construction,"17699 Bluetrail Ave, Parker, CO 80134","$429,990 ",17699 Bluetrail Ave,Parker,CO,80134,"1,773",https://www.zillow.com/homedetails/17699-Bluetrail-Ave-Parker-CO-80134/249985463_zpid/
New construction,"17691 Bluetrail Ave, Parker, CO 80134","$449,990 ",17691 Bluetrail Ave,Parker,CO,80134,"1,920",https://www.zillow.com/homedetails/17691-Bluetrail-Ave-Parker-CO-80134/249984004_zpid/
House for sale,"10647 Apishamore Ct, Parker, CO 80134","$460,000 ",10647 Apishamore Ct,Parker,CO,80134,"2,180",https://www.zillow.com/homedetails/10647-Apishamore-Ct-Parker-CO-80134/13470012_zpid/
New construction,"Bierstadt (Residence 49205) Plan, Anthology, Parker, CO 80134","$603,990 ","Bierstadt (Residence 49205) Plan, Anthology",Parker,CO,80134,"3,423",https://www.zillow.com/community/anthology/2080665080_zpid/
New construction,"12822 Crownover Way, Parker, CO 80134","$474,990 ",12822 Crownover Way,Parker,CO,80134,"1,892",https://www.zillow.com/homedetails/12822-Crownover-Way-Parker-CO-80134/249984375_zpid/
New construction,"Palisade (Residence 39102) Plan, Anthology, Parker, CO 80134","$442,990 ","Palisade (Residence 39102) Plan, Anthology",Parker,CO,80134,"1,610",https://www.zillow.com/community/anthology/2080665083_zpid/
House for sale,"17193 Opal Hill Dr, Parker, CO 80134","$579,900 ",17193 Opal Hill Dr,Parker,CO,80134,"4,205",https://www.zillow.com/homedetails/17193-Opal-Hill-Dr-Parker-CO-80134/13467243_zpid/
House for sale,"6373 Ponderosa Way, Parker, CO 80134","$660,000 ",6373 Ponderosa Way,Parker,CO,80134,"4,192",https://www.zillow.com/homedetails/6373-Ponderosa-Way-Parker-CO-80134/13477774_zpid/
House for sale,"12950 S Molly Ct, Parker, CO 80134","$425,000 ",12950 S Molly Ct,Parker,CO,80134,"2,037",https://www.zillow.com/homedetails/12950-S-Molly-Ct-Parker-CO-80134/13476145_zpid/
Condo for sale,"17353 Wilde Ave Unit 305, Parker, CO 80134","$316,800 ",17353 Wilde Ave UNIT 305,Parker,CO,80134,"1,164",https://www.zillow.com/homedetails/17353-Wilde-Ave-UNIT-305-Parker-CO-80134/2084513524_zpid/
House for sale,"6307 Saddle Bow Ave, Parker, CO 80134","$543,402 ",6307 Saddle Bow Ave,Parker,CO,80134,"3,626",https://www.zillow.com/homedetails/6307-Saddle-Bow-Ave-Parker-CO-80134/300006943_zpid/
New construction,"Pine (Residence 34204) Plan, Anthology, Parker, CO 80134","$457,990 ","Pine (Residence 34204) Plan, Anthology",Parker,CO,80134,"2,409",https://www.zillow.com/community/anthology/2080665089_zpid/
House for sale,"20272 Terrace View Dr, Parker, CO 80134","$705,000 ",20272 Terrace View Dr,Parker,CO,80134,"4,677",https://www.zillow.com/homedetails/20272-Terrace-View-Dr-Parker-CO-80134/245220928_zpid/
House for sale,"6327 Old Divide Trl, Parker, CO 80134","$464,500 ",6327 Old Divide Trl,Parker,CO,80134,"3,253",https://www.zillow.com/homedetails/6327-Old-Divide-Trl-Parker-CO-80134/13480832_zpid/
House for sale,"10043 Concordia St, Parker, CO 80134","$694,999 ",10043 Concordia St,Parker,CO,80134,"5,536",https://www.zillow.com/homedetails/10043-Concordia-St-Parker-CO-80134/121863444_zpid/
New construction,"Fraser (Residence 36204) Plan, Anthology, Parker, CO 80134","$418,990 ","Fraser (Residence 36204) Plan, Anthology",Parker,CO,80134,"1,865",https://www.zillow.com/community/anthology/2080665095_zpid/
House for sale,"5982 Shavano Pl, Parker, CO 80134","$515,000 ",5982 Shavano Pl,Parker,CO,80134,"1,696",https://www.zillow.com/homedetails/5982-Shavano-Pl-Parker-CO-80134/13478221_zpid/
Townhouse for sale,"12234 Foxtail Pine Ct Building 8, Parker, CO 80134","$434,900 ",12234 Foxtail Pine Ct BUILDING 8,Parker,CO,80134,"2,275",https://www.zillow.com/homedetails/12234-Foxtail-Pine-Ct-BUILDING-8-Parker-CO-80134/2078350281_zpid/
House for sale,"12243 Coral Burst Ln, Parker, CO 80134","$597,000 ",12243 Coral Burst Ln,Parker,CO,80134,"3,460",https://www.zillow.com/homedetails/12243-Coral-Burst-Ln-Parker-CO-80134/121866072_zpid/
House for sale,"5798 Hidden Oaks Way, Parker, CO 80134","$1,625,000 ",5798 Hidden Oaks Way,Parker,CO,80134,"6,097",https://www.zillow.com/homedetails/5798-Hidden-Oaks-Way-Parker-CO-80134/102958141_zpid/
New construction,"European Hillside Campagna Plan, Pradera, Parker, CO 80134","$1,087,950 ","European Hillside Campagna Plan, Pradera",Parker,CO,80134,"3,564",https://www.zillow.com/community/pradera/2081380500_zpid/
New construction,"Seth Plan, Ridgeline At Meridian Village, Parker, CO 80134","$600,950 ","Seth Plan, Ridgeline at Meridian Village",Parker,CO,80134,"3,040",https://www.zillow.com/community/ridgeline-at-meridian-village/2078676548_zpid/
New construction,"Hanford Plan, Timbers At The Pinery, Parker, CO 80134","$775,950 ","Hanford Plan, Timbers at the Pinery",Parker,CO,80134,"2,990",https://www.zillow.com/community/timbers-at-pinery/2078676591_zpid/
House for sale,"14956 Vienna Cir, Parker, CO 80134","$609,999 ",14956 Vienna Cir,Parker,CO,80134,"4,238",https://www.zillow.com/homedetails/14956-Vienna-Cir-Parker-CO-80134/242033822_zpid/
House for sale,"5107 Red Oak Way, Parker, CO 80134","$600,000 ",5107 Red Oak Way,Parker,CO,80134,"5,036",https://www.zillow.com/homedetails/5107-Red-Oak-Way-Parker-CO-80134/13480629_zpid/
New construction,"17450 Springfield Ln, Parker, CO 80134","$556,960 ",17450 Springfield Ln,Parker,CO,80134,"1,713",https://www.zillow.com/homedetails/17450-Springfield-Ln-Parker-CO-80134/249984171_zpid/
New construction,"17489 Springfield Dr, Parker, CO 80134","$588,990 ",17489 Springfield Dr,Parker,CO,80134,"2,683",https://www.zillow.com/homedetails/17489-Springfield-Dr-Parker-CO-80134/249983532_zpid/
New construction,"Dillon II Plan, Stone Creek Ranch, Parker, CO 80134","$566,950 ","Dillon II Plan, Stone Creek Ranch",Parker,CO,80134,"3,210",https://www.zillow.com/community/stone-creek-ranch/2078676570_zpid/
New construction,"Evans (Residence 49201) Plan, Anthology, Parker, CO 80134","$548,990 ","Evans (Residence 49201) Plan, Anthology",Parker,CO,80134,"2,692",https://www.zillow.com/community/anthology/2080665096_zpid/
House for sale,"4999 Caballo Pl, Parker, CO 80134","$1,290,000 ",4999 Caballo Pl,Parker,CO,80134,"6,630",https://www.zillow.com/homedetails/4999-Caballo-Pl-Parker-CO-80134/108382060_zpid/
House for sale,"16523 High Desert Pl, Parker, CO 80134","$542,500 ",16523 High Desert Pl,Parker,CO,80134,"3,460",https://www.zillow.com/homedetails/16523-High-Desert-Pl-Parker-CO-80134/67450672_zpid/
House for sale,"10578 Stonemeadow Dr, Parker, CO 80134","$549,000 ",10578 Stonemeadow Dr,Parker,CO,80134,"3,717",https://www.zillow.com/homedetails/10578-Stonemeadow-Dr-Parker-CO-80134/13469003_zpid/
House for sale,"17835 E Cloudberry Dr, Parker, CO 80134","$699,000 ",17835 E Cloudberry Dr,Parker,CO,80134,"5,643",https://www.zillow.com/homedetails/17835-E-Cloudberry-Dr-Parker-CO-80134/13466203_zpid/
House for sale,"10812 Milliken St, Parker, CO 80134","$599,900 ",10812 Milliken St,Parker,CO,80134,"2,973",https://www.zillow.com/homedetails/10812-Milliken-St-Parker-CO-80134/2091299333_zpid/
Townhouse for sale,"8898 Brompton Way, Parker, CO 80134","$259,700 ",8898 Brompton Way,Parker,CO,80134,959,https://www.zillow.com/homedetails/8898-Brompton-Way-Parker-CO-80134/13464259_zpid/
House for sale,"12342 S Nate Cir, Parker, CO 80134","$465,000 ",12342 S Nate Cir,Parker,CO,80134,"2,660",https://www.zillow.com/homedetails/12342-S-Nate-Cir-Parker-CO-80134/52459716_zpid/
New construction,"17551 Springfield Dr, Parker, CO 80134","$568,990 ",17551 Springfield Dr,Parker,CO,80134,"2,683",https://www.zillow.com/homedetails/17551-Springfield-Dr-Parker-CO-80134/249984253_zpid/
New construction,"17464 Springfield Ln, Parker, CO 80134","$573,990 ",17464 Springfield Ln,Parker,CO,80134,"2,422",https://www.zillow.com/homedetails/17464-Springfield-Ln-Parker-CO-80134/249985636_zpid/
House for sale,"13060 Norway Maple St, Parker, CO 80134","$539,500 ",13060 Norway Maple St,Parker,CO,80134,"3,810",https://www.zillow.com/homedetails/13060-Norway-Maple-St-Parker-CO-80134/119232253_zpid/
House for sale,"10022 Bristleridge St, Parker, CO 80134","$699,000 ",10022 Bristleridge St,Parker,CO,80134,"5,515",https://www.zillow.com/homedetails/10022-Bristleridge-St-Parker-CO-80134/102958959_zpid/
Condo for sale,"17525 Wilde Ave Unit 308, Parker, CO 80134","$314,999 ",17525 Wilde Ave UNIT 308,Parker,CO,80134,"1,473",https://www.zillow.com/homedetails/17525-Wilde-Ave-UNIT-308-Parker-CO-80134/82022383_zpid/
House for sale,"17933 Coral Burst St, Parker, CO 80134","$575,000 ",17933 Coral Burst St,Parker,CO,80134,"3,467",https://www.zillow.com/homedetails/17933-Coral-Burst-St-Parker-CO-80134/97852921_zpid/
New construction,"European Hillside Turin Plan, Pradera, Parker, CO 80134","$1,060,950 ","European Hillside Turin Plan, Pradera",Parker,CO,80134,"3,286",https://www.zillow.com/community/pradera/2081380497_zpid/
Condo for sale,"9311 Amison Cir Apt 102, Parker, CO 80134","$315,000 ",9311 Amison Cir APT 102,Parker,CO,80134,"1,454",https://www.zillow.com/homedetails/9311-Amison-Cir-APT-102-Parker-CO-80134/63389962_zpid/
House for sale,"11207 Jordan Ct, Parker, CO 80134","$499,990 ",11207 Jordan Ct,Parker,CO,80134,"3,300",https://www.zillow.com/homedetails/11207-Jordan-Ct-Parker-CO-80134/13471064_zpid/
Condo for sale,"18611 Stroh Rd Unit 5303, Parker, CO 80134","$255,000 ",18611 Stroh Rd UNIT 5303,Parker,CO,80134,944,https://www.zillow.com/homedetails/18611-Stroh-Rd-UNIT-5303-Parker-CO-80134/67453825_zpid/
House for sale,"4954 Carefree Trl, Parker, CO 80134","$2,599,000 ",4954 Carefree Trl,Parker,CO,80134,"10,322",https://www.zillow.com/homedetails/4954-Carefree-Trl-Parker-CO-80134/67451597_zpid/
Auction,"18660 Horse Creek St, Parker, CO 80134","$435,930 ",18660 Horse Creek St,Parker,CO,80134,"5,662",https://www.zillow.com/homedetails/18660-Horse-Creek-St-Parker-CO-80134/61084941_zpid/
House for sale,"7959 Forest Keep Cir, Parker, CO 80134","$3,400,000 ",7959 Forest Keep Cir,Parker,CO,80134,"11,510",https://www.zillow.com/homedetails/7959-Forest-Keep-Cir-Parker-CO-80134/87808222_zpid/
New construction,"14899 Pepper Pike Pl, Parker, CO 80134","$717,386 ",14899 Pepper Pike Pl,Parker,CO,80134,"3,040",https://www.zillow.com/homedetails/14899-Pepper-Pike-Pl-Parker-CO-80134/300013924_zpid/
House for sale,"5580 Sunridge Dr, Parker, CO 80134","$1,003,596 ",5580 Sunridge Dr,Parker,CO,80134,"4,589",https://www.zillow.com/homedetails/5580-Sunridge-Dr-Parker-CO-80134/242034236_zpid/
New construction,"41653 Thunder Hill Rd, Parker, CO 80134","$646,652 ",41653 Thunder Hill Rd,Parker,CO,80134,"1,670",https://www.zillow.com/homedetails/41653-Thunder-Hill-Rd-Parker-CO-80134/13525432_zpid/
House for sale,"16264 White Hawk Dr, Parker, CO 80134","$398,900 ",16264 White Hawk Dr,Parker,CO,80134,"1,458",https://www.zillow.com/homedetails/16264-White-Hawk-Dr-Parker-CO-80134/13470265_zpid/
House for sale,"17027 Numa Pl, Parker, CO 80134","$439,900 ",17027 Numa Pl,Parker,CO,80134,"3,824",https://www.zillow.com/homedetails/17027-Numa-Pl-Parker-CO-80134/13470676_zpid/
New construction,"12820 Randles Ave, Parker, CO 80134","$439,990 ",12820 Randles Ave,Parker,CO,80134,"1,756",https://www.zillow.com/homedetails/12820-Randles-Ave-Parker-CO-80134/249985245_zpid/
House for sale,"8801 Eagle Moon Way, Parker, CO 80134","$1,975,000 ",8801 Eagle Moon Way,Parker,CO,80134,"5,557",https://www.zillow.com/homedetails/8801-Eagle-Moon-Way-Parker-CO-80134/97849238_zpid/
House for sale,"5771 Distant View Pl, Parker, CO 80134","$979,000 ",5771 Distant View Pl,Parker,CO,80134,"6,400",https://www.zillow.com/homedetails/5771-Distant-View-Pl-Parker-CO-80134/108386337_zpid/
Pre-foreclosure,"16460 Martingale Dr, Parker, CO 80134","$405,529 ",16460 Martingale Dr,Parker,CO,80134,"1,437",https://www.zillow.com/homedetails/16460-Martingale-Dr-Parker-CO-80134/13470017_zpid/
House for sale,"5211 Moonlight Way, Parker, CO 80134","$1,300,000 ",5211 Moonlight Way,Parker,CO,80134,"5,898",https://www.zillow.com/homedetails/5211-Moonlight-Way-Parker-CO-80134/82030762_zpid/
House for sale,"5581 Twilight Way, Parker, CO 80134","$1,195,000 ",5581 Twilight Way,Parker,CO,80134,"6,686",https://www.zillow.com/homedetails/5581-Twilight-Way-Parker-CO-80134/67451529_zpid/
House for sale,"11796 Edenfeld St, Parker, CO 80134","$842,500 ",11796 Edenfeld St,Parker,CO,80134,"5,835",https://www.zillow.com/homedetails/11796-Edenfeld-St-Parker-CO-80134/123453417_zpid/
House for sale,"5766 Distant View Pl, Parker, CO 80134","$978,500 ",5766 Distant View Pl,Parker,CO,80134,"7,591",https://www.zillow.com/homedetails/5766-Distant-View-Pl-Parker-CO-80134/90147222_zpid/
House for sale,"20181 E Shady Ridge Rd, Parker, CO 80134","$985,000 ",20181 E Shady Ridge Rd,Parker,CO,80134,"5,939",https://www.zillow.com/homedetails/20181-E-Shady-Ridge-Rd-Parker-CO-80134/81949874_zpid/
